course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,,,,,,,,,,,,,
CHE102,What is a crystal?,A solid with lattice points occupied by ions, atoms or molecule,Glass,Cold room,Liquid,A,,,,,,,,,,,,,,,
CHE102,Example of amorphous solid is,Gold,Glass,Silver,Mites,B,,,,,,,,,,,,,,,,
CHE102,What is a metal?,A malleable, ductile, lustrous solid that conducts electricity and heat,Insulator,Perforator,Plate,A,,,,,,,,,,,,,,
CHE102,The characteristics of alkali metal compounds is that they are,White and form colourless solution in water,Insoluble in water,Black in colour,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Which of these materials is not a covalent crystal?,Copper,Graphite,Diamond,Quartz,A,,,,,,,,,,,,,,,,
CHE102,Period 1 contains,H and He,Uranium and other actinides,Lanthanides,Halogens,A,,,,,,,,,,,,,,,,
CHE102,Group 1 elements are,Copper, silver and gold,Iron, manganese and cobalt,Lithium, sodium, potassium, rubidium, caesium and francium,Hydrogen and helium,C,,,,,,,,,,
CHE102,An isotope has,Element with two or more different atomic masses,Element with different atomic number,Element without mass,Element with high electron affinity,A,,,,,,,,,,,,,,,,
CHE102,Group 18 elements like Ar, He, Ne and Kr are known as,Noble gases,Noble metals,Precious stones,Alkali,A,,,,,,,,,,,,,,
CHE102,Sucrose, ice cube, sulphur, phosphorus and iodine are known as,Metallic crystals,Molecular crystal,Jasmine,Ionic crystals,B,,,,,,,,,,,,,
CHE102,Group 17 elements like I, Br, F, Cl are known as,Hydrogen,Halogens,Petrogens,Androgens,B,,,,,,,,,,,,,
CHE102,The lattice points of ionic crystals are occupied by,Molecules,Tubers,Charged ions,Chronicles,C,,,,,,,,,,,,,,,,
CHE102,Which of this is the property of diamond?,Hardness,Softness,Brittleness,Ductility,A,,,,,,,,,,,,,,,,
CHE102,Metallic crystals contain,Molecules,Charged ions of the metal in a sea or cloud of electrons,Butter,Yam,B,,,,,,,,,,,,,,,,
CHE102,Electrovalent compounds are held together by,Molecular forces,Electrovalent forces,Covalent forces,Military forces,B,,,,,,,,,,,,,,,,
CHE102,The major use of graphite is,Electrodes,Portal,Primer,Emerald,A,,,,,,,,,,,,,,,,
CHE102,Diamond is used primarily as,Jewelry,Pavement,Food,Farm,A,,,,,,,,,,,,,,,,
CHE102,Which of these elements will liberate hydrogen from cold water?,Phosphorus,Sulphur,Potassium,Purine,C,,,,,,,,,,,,,,,,
CHE102,Which of the following alkanes has the lowest boiling point?,(CH3)2CHCH(CH3)2,(CH3CH2)2CHCH3,(CH3)3CCH2CH3,CH3(CH2)4CH3,C,,,,,,,,,,,,,,,,
CHE102,Which of the following alkanes has the highest boiling point?,(CH3)2CHCH(CH3)2,(CH3CH2)2CHCH3,(CH3)3CCH2CH3,CH3(CH2)4CH3,D,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds has the highest boiling point?,(CH3)3CBr,CH3CH2CH2CH2Br,(CH3)2C(CH3)2,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds has the lowest boiling point?,(CH3)3CBr,CH3CH2CH2CH2Br,(CH3)2C(CH3)2,None of the above,C,,,,,,,,,,,,,,,,
CHE102,The name of this compound is,4-tertButylhexanal,3-tertbutyl hexanal,4-Ethyl-5,5-dimethylhexanal,3-tertButylhexanal,A,,,,,,,,,,,,,,,
CHE102,The name of this compound is,5-cyclohexylcarboxylic acid,3-cyclohexylcarboxylic acid,2-Ethyl-3-cyclohexylbutanoic acid,2-Methyl-4-cyclohexylbutanoic acid,D,,,,,,,,,,,,,,,,
CHE102,The name of this compound is,1-Ethyl-5-methyl-2-isopropylcyclohexane,4-Ethyl-3-isopropyl-1-methylcyclohexane,2-Ethyl-1-isopropyl-5-methylcyclohexane,1-Ethyl-2-isopropyl-4-methylcyclohexane,D,,,,,,,,,,,,,,,,
CHE102,The name of this compound is,3-chloro-2-hydroxybicyclo[2,2,2]-octane,6-chlorobicyclo[2,2,2]octan-2-ol,2-chlorobicyclo[2,2,2]octan-2-ol,5-chlorobicyclo[2,2,2]octan-3-ol,B,,,,,,,,
CHE102,The name of this compound is,5-chlorobicyclo[2,2,0]hex-2-ene,2-chlorobicyclo[2,2,0]hex-5-ene,2-chlorobicyclo[2,2,0]hex-2-ene,5-chlorobicyclo[2,2,0]hex-1-ene,A,,,,,,,,
CHE102,The name of this compound is,4-Ethylspiro[4,5]nonane,1-Ethylspiro[4,4]nonane,4-Ethylsprio[4,4]octane,1-Ethylspiro[5,5]nonane,B,,,,,,,,,,,,
CHE102,The name of this compound is,2-isopropyl-8-Ethylspiro[5,4]decane,2-Ethyl-6-isopropylspiro[4,5]decane,3-Ethyl-7-isopropylspiro[4,5]decane,3-Ethyl-10-isopropylspiro[4,5]decane,B,,,,,,,,,,,,
CHE102,Hexene and 2-hexene are,Functional group isomers,Chain isomers,Alkene isomers,Position isomers,D,,,,,,,,,,,,,,,,
CHE102,These two compounds are,Position isomers,Functional group isomers,Ether-alcohol isomers,Chain isomers,B,,,,,,,,,,,,,,,,
CHE102,These compounds are,Cycle-alkene isomers,Functional group isomers,Chain-cycle isomers,Position isomers,C,,,,,,,,,,,,,,,,
CHE102,The name of this compound is,trans-2-methylhex-3-ene,Trans-3-methylhex-3-ene,Cis-3-methylhex-3-ene,Trans-2-methylhex-2-ene,C,,,,,,,,,,,,,,,,
CHE102,How many chiral centres are there in the structure?,1,2,3,4,D,,,,,,,,,,,,,,,,
CHE102,An optical isomer has all except,has a chiral centre,rotates plane polarised light,has a mirror image,is superimposable on its mirror image,D,,,,,,,,,,,,,,,,
CHE102,A compound has 8 carbon atoms only six of the carbons are methyl radicals. The name of the compound is,1,2-hexamethylethane,2,4-tetramethylbutane,2,2,3,3-tetramethyl butane,1,2,3,4-tetramethylbutane,C,,,,,,,,
CHE102,Name the compound,2-Ethyl-4-cyclopentylhexane,3-Methyl-4-cyclopentylheptane,3-Cyclopentyl-5-methylheptane,3-Methyl-6-cyclopentylheptane,C,,,,,,,,,,,,,,,,
CHE102,This compound is,4-Methyl hex-2-en-5-yne,4-Methylhex-1-yne-4-ene,4-methyl hex-4-en-1-yne,4-methyl hex-2-en-1-yne,C,,,,,,,,,,,,,,,,
CHE102,The name of this compound is,2-Ethyl-4-methylcyclohexene,3-Ethyl-5-methyl cyclohexene,5-Ethyl-3-methylcylohexene,1-Ethyl-5-methylcyclohex-2-ene,B,,,,,,,,,,,,,,,,
CHE102,Chain isomers are: compounds that have the same molecular formula but differ in,Optical arrangement,Functional groups,Spatial arrangement of atoms,Bonding arrangement of radicals,D,,,,,,,,,,,,,,,,
CHE102,Give the name of,4-vinylheptene,4-allylhexene,3-propylhexa-1,5-diene,4-propyl hexa-1,5-diene,C,,,,,,,,,,,,,,
CHE102,How many structural isomers can you write for C5H12,4,3,2,5,B,,,,,,,,,,,,,,,,
CHE102,How many saturated cycles can you write from C5H10,5,4,2,3,D,,,,,,,,,,,,,,,,
CHE102,Which experiment will distinguish between,Ignition,Sodium,Bromination,Solubility test,C,,,,,,,,,,,,,,,,
CHE102,The suffix of the compound: CH3–CH2–CH2CH=C–COOH | CH2–CH3,Hexenoic acid,Hex-2-enoic acid,Hex-4-enoic acid,Hex-3-enoic acid,B,,,,,,,,,,,,,,,,
CHE102,The prefix of this compound: CH3Br || CH3–CH–C–CH3 | CH3,3-Bromo-1,3-dimethyl,2,3-dimethyl-3-bromo,2-Bromo-2,3-dimethyl,2-Bromo-2-Isopropyl,C,,,,,,,,,,,,,
CHE102,Name the compound,Spiro{4,5}dec-2-ene,Spiro{4,6}dec-2-ene,Spiro{5,6}dec-2-ene,Spiro{4,5}dec-1-ene,A,,,,,,,,,,,,
CHE102,Pick the correct name for,Spiro{4,5}noriane,2-isopropylspiro{4,5}nonane,3-isopropylspiro{4,5}nonane,7-isopropylspiro{4,5}nonane,D,,,,,,,,,,,,
CHE102,This compound is,1-ethylbicyclo[2,1,1]-hexane,2-Ethylbicyclo[2,1,1]-hexane,5-Ethylbicyclo[2,1,1]-hexane,3-Ethylbicyclo[2,1,1]-hexane,B,,,,,,,,
CHE102,Name the compound: CH3 | CH3–C–CH–CH=CH2 || CH3CH=CH2,2,2–Dimethyl-3-Vinylpentene,2,2-Dimethyl-3-Vinylpent-5-ene,3-tertbutylpenta-1,4-diene,4,4-Dimethyl-3-Vinylpentene,C,,,,,,,,,,,,
CHE102,The name of this compound is: Cl,5-chloro-3-methylpentene,5-chloro-3-methylpent-3-ene,1-chloro-2-methylpent-2-ene,1-chloro-3-methylpent-2-ene,D,,,,,,,,,,,,,,,,
CHE102,This compound is: Cl,3-chloro-4-ethylhept-3-ene,3-chloro-3-ethylhept-3-ene,4-chloro-3-propylhex-3-ene,5-chloro-4-ethylhept-4-ene,A,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of the compound?,Cyclohexanecyclopentane,Cyclohexylcyclopentane,Cyclopentylcyclohexane,Cyclopentanecyclohexane,C,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of this compound is: CH3–CH2–CH2–CH2–O–CH2–CH3,Ethyl butyl ether,Butyl ethyl ether,Butoxyethane,Ethoxybutane,D,,,,,,,,,,,,,,,,
CHE102,Which of these compounds has a chiral carbon?,Chloropentane,3-chloropentane,2-chloropentane,Chloro-2,2-dimethylpropane,C,,,,,,,,,,,,,,,
CHE102,One of these compounds will not be optically active,Chlorobromolodometane,Chloro-2-methylpropane,2-chloro-2-methylpropane,2-chloropropane,C,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of this compound?,4-Ethyloct-6-en-3-yne,4-Ethyloct-2-en-5-yne,5-Ethyloct-2-en-5-yne,4-Ethyloct-2-en-3-yne,B,,,,,,,,,,,,,,,,
CHE102,a and b are,Functional group isomers,Tautomers,Alkene isomers,Position isomers,D,,,,,,,,,,,,,,,,
CHE102,This compound is: CH3 | CH3–C–CH2–CH=CH2 | CH3,2,2-dimethylpentene,4,4-dimethylpentene,2,2-dimethylpent-4-ene,4,4-dimethylpent-4-ene,B,,,,,,,,,,,,
CHE102,The name of this compound is: CH | CH,1,3-dimethylhexane,1,3-dimethylcyclohex-2-ene,1,3-dimethylcyclohexene,1,3-dimethylhex-1-ene,C,,,,,,,,,,,,
CHE102,Name the compound below: O,2-Methyl-2-isopropylbutanone,2-Methyl-2-isopropylbutan-2-one,3,3,4-trimethylpentan-3-one,3,3,4-trimethylpentan-2-one,D,,,,,,,,,,,,
CHE102,Name the Compound: O,1,2,7-trimethyl-3-methoxybicycle[2,2,10]heptane,1,2,7-trimethylbicycle[2,2,1]heptanes,1,2,7-trimethyl-5-methoxybicyclo[2,2,1]heptanes,1,2,7-trimethyl-4-methoxybicycle[2,2,1]heptanes,C
CHE102,What is the name of the compound? OH,1,3-dimethylpent-3-enol,1,3-dimethylpent-2-enol,2,3-dimethylpent-3-enol,1,3-dimethylpenten-3-ol,C,,,,,,,,,,,,
CHE102,Give the name of the compound.,3–secbutylhept-1-en-4-yne,5-isopropylhept-1-en-3-yne,3-isopropyl hept-6-en-3-yne,4-vinyl-3-methyloct-3-yne,A,,,,,,,,,,,,,,,,
CHE102,CH2=CHCl is,Allyl chloride,Ethyl chloride,Vinyl chloride,Chloroethylidene,C,,,,,,,,,,,,,,,,
CHE102,Name the compound,2,2-dimethylpentene,4,4-dimethylpentene,2,2-dimethylpent-4-ene,4,4-dimethylpent-2-ene,B,,,,,,,,,,,,
CHE102,The different parts of a systematic name include all of these except,suffix,Principal chain,Straight chain,prefix,C,,,,,,,,,,,,,,,,
CHE102,The prefix for this compound,3-Butyl-5-methyl,5-butyl-7-methyl,3-methyl-4-butyl,5-butyl-3-methyl,D,,,,,,,,,,,,,,,,
CHE102,The name of this compound is,2-methylheptyne,2-methylhept-3-yne,2-methylhept-4-yne,6-methylhept-3-yne,D,,,,,,,,,,,,,,,,
CHE102,The melting point of members of carboxylic acid homologous series,A increases up the series,B decreases up the series,C the even carbon acids have higher melting points than their immediate higher and lower members,D show no definite trend in the series,C,,,,,,,,,,,,,,,,
CHE102,The melting points of structural isomers of carboxylic acid series are ___ their normal chain counterpart,Lower than,higher than,the same as,not defined,A,,,,,,,,,,,,,,,,
CHE102,Carboxylic acids have higher boiling points due to,the alkyl chain,hydrogen bonding,carboxyl group,carboxylic acid bonding,B,,,,,,,,,,,,,,,,
CHE102,Electrolysis is,Use of electrical current to break electrolytic compounds in molten or aqueous states to their constituents elements,Use of hammer to break substances,Use of adhesive to bind surfaces,Use of water to spray,A,,,,,,,,,,,,,,,,
CHE102,Which of these is not an alkali element?,Lithium,Gold,Sodium,Potassium,B,,,,,,,,,,,,,,,,
CHE102,Which of these elements will displace hydrogen from cold water?,Rubidium,Copper,Gold,Tungsten,A,,,,,,,,,,,,,,,,
CHE102,The group in a periodic table shares,Similar electronic configuration physical and chemical properties,Different properties,Different mobility,Different tools,A,,,,,,,,,,,,,,,,
CHE102,What force holds covalent compounds together?,Ionic,Vander Waal,Cubic,Rectangular,B,,,,,,,,,,,,,,,,
CHE102,Which of these are allotropes of carbon?,Diamond and graphite,Procter and Gamble,Silver,Solar,A,,,,,,,,,,,,,,,,
CHE102,Gold is a,Bullet,Malt,Metal,Glass,C,,,,,,,,,,,,,,,,
CHE102,Which of these is the characteristic of Transition elements?,Partly filled d-orbitals,Fully filled lifecycle,Nonmetals,Polarizable electrodes,A,,,,,,,,,,,,,,,,
CHE102,Which of these is not the characteristic of lanthanides and actinide?,Nonmetals,Radioactive,Partially filled f-orbitals,Synthetic elements,A,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not a transition metal?,Iron,Manganese,Zinc,Fluorine,D,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not a halogen?,Fluorine,Chlorine,Iodine,Boron,D,,,,,,,,,,,,,,,,
CHE102,Which of these substances is not a good conductor of electricity?,Copper,Silver,Iron,Diamond,D,,,,,,,,,,,,,,,,
CHE102,Why is graphite a good conductor of electricity?,It contains mobile p electrons,It is rigid,It flows,It is a gas,A,,,,,,,,,,,,,,,,
CHE102,When an element with high electron affinity gains an electron to become an anion; its size,Decreases,Does not change,Increases,Not certain,A,,,,,,,,,,,,,,,,
CHE102,The ions in ionic crystal lattice have,Same size,Different sizes,Unknown sizes,Large sizes,B,,,,,,,,,,,,,,,,
CHE102,Which of these substances is amorphous?,Glass,Sodium chloride,Calcium nitrate,Diamond,A,,,,,,,,,,,,,,,,
CHE102,The molecular crystals have this property,Melt at below 1000C,Very hard solid,Flows,Fluid,A,,,,,,,,,,,,,,,,
CHE102,Can diamond be converted to graphite?,Yes,No,Not certain,Possible,B,,,,,,,,,,,,,,,,
CHE102,Halogens are highly reactive because they,Have high electroaffinity,Low ionization energy,Low boiling point,Inert,A,,,,,,,,,,,,,,,,
CHE102,The reactivity of alkali elements is due to,Low ionization energy,High electron affinity,Inertness,Not sure,A,,,,,,,,,,,,,,,,
CHE102,Mendeleev’s Periodic Table was based on,Atomic mass,Ionization energy,Atomic radius,Ionic radius,A,,,,,,,,,,,,,,,,
CHE102,NaCl is an ionic compound because,Ions are held in lattice,It is covalent molecule,The melting point is below freezing point,It is formed by sharing of electrons,A,,,,,,,,,,,,,,,,
CHE102,Morseley’s Periodic Table was rather based on,Covalent radius,Atomic number,Electron sharing,Electrode potentials,B,,,,,,,,,,,,,,,,
CHE102,Metal structure has a sea of delocalized electrons functioning for,Conduction of electricity,Covalent bonding,Molecule,Electron sharing,A,,,,,,,,,,,,,,,,
CHE102,Why are members of the same group having similar physical and chemical properties?,They have similar electronic configuration,They conduct heat,They are able to conduct electricity,None at all,A,,,,,,,,,,,,,,,,
CHE102,Alkali metals are highly electropositive because they,Hold tightly their outermost electrons,Easily release their outermost electrons for ionization,Have moisture,They are covalent,B,,,,,,,,,,,,,,,,
CHE102,Ice, Sulphur and iodine are examples of,Molecular crystals,Solid with high melting points,No lattice,None of the above,A,,,,,,,,,,,,,,,
CHE102,Graphite, diamond and quartz are examples of,Brittle materials,Strongly covalent crystals,No rigid structures,Crude solids,B,,,,,,,,,,,,,,,
CHE102,Diamond has,sp3 hybridisation,Sp hybridization,Spd hybridization,Spdf hybridization,A,,,,,,,,,,,,,,,,
CHE102,Graphite is mostly used as,Glass cutter,Electrode,Jewelry,Brittle material,B,,,,,,,,,,,,,,,,
CHE102,Diamond is an important,Jewelry,Lead pencil,Lubricant,Braille,A,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not an alkali metal?,Gold,Sodium,Caesium,Rubidium,A,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not an alkaline earth metal?,Sulphur,Calcium,Barium,Magnesium,A,,,,,,,,,,,,,,,,
CHE102,Covalent compounds are held together by,Vander Waal forces,Collagen,Gum,Ionic forces,A,,,,,,,,,,,,,,,,
CHE102,Chlorine, fluorine, bromine, iodine and astatine belong to the group of,Chalcogen,Halogen,Transition metals,Inner transition metals,B,,,,,,,,,,,,,
CHE102,Lanthanides and Actinides have,Partially filled outermost f-orbitals,No orbital,S-orbital only,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Noble gases have the following properties,Vacancies in their s-orbitals,No vacancies in their outermost s-or p-orbitals,Vacancies in p-orbitals,Vacancies in d-orbitals,B,,,,,,,,,,,,,,,,
CHE102,Elements in Period 7 in the Periodic table are unstable with short half-lives because they are,Synthetic and elements,Naturally occurring,Stable,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Helium, xenon, neon, krypton and argon in Group 18 are called,Noble gases,Chalcogens,Halogens,Actinides,A,,,,,,,,,,,,,
CHE102,Is graphite convertible to diamond?,Not sure,No,Yes,Uncertain,C,,,,,,,,,,,,,,,,
CHE102,What are the products of this reaction; 2Na + 2H2O?,2NaOH + H2,N2 + HNO3,NO2 + O2 + BaO,None of the above,A,,,,,,,,,,,,,,,,
CHE102,The periodic table is a chart that arranges element according to,Atomic mass,Atomic number,Molecular mass,None of the above,B,,,,,,,,,,,,,,,,
CHE102,The principal use of diamond is in,Lighting,Jewelry,Lead pencil,Saw,B,,,,,,,,,,,,,,,,
CHE102,The principal use of graphite is in,Lighting,Jewelry,Lead pencil,Saw,C,,,,,,,,,,,,,,,,
CHE102,The ability of metals to conduct electricity is due to,Surface tension,Presence of mobile ions,Presence of mobile electrons,High tension,C,,,,,,,,,,,,,,,,
CHE102,The reason why graphite is used as electrodes is due to,Absence of free mobile electrons,Presence of free mobile p electrons,Rigid structure,Flexible structure,B,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not alkaline-earth metal?,Ba,Sr,Mg,Pd,D,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not an alkali metal?,Li,Na,Ba,Cs,C,,,,,,,,,,,,,,,,
CHE102,Which of these are not the properties of hydrogen?,Conduction of electricity,Reducing agent,Hardening of oil,Liberation of copper from copper salt,A,,,,,,,,,,,,,,,,
CHE102,Hydrogen can be produced in any of these groups except,Group I,Group IV,Group VII,Group III,D,,,,,,,,,,,,,,,,
CHE102,The melting points of structural isomers of carboxylic acid series are their normal chain counterpart,Lower than,Higher than,The same as,Not defined,A,,,,,,,,,,,,,,,,
CHE102,Carboxylic acids have higher boiling points due to,The alkyl chain,Hydrogen bonding,Carboxyl group,Carboxylic acid bonding,B,,,,,,,,,,,,,,,,
CHE102,Hell-Volard-Zelinsky reaction is,Regioselective,Regiospecific,Stereoselective,Stereospecific,A,,,,,,,,,,,,,,,,
CHE102,Hell-Volard-Zelinsky reaction substitutes only,a-carbon atom,ß-carbon atom,a-hydrogen,ß-hydrogen,C,,,,,,,,,,,,,,,,
